act,prompt,clean_prompt,clean_act,interaction_type,word_count,avg_word_length,technical_term_ratio,analysis_score,teaching_score,guidance_score,creation_score,programming_score,web_score,system_score,tools_score,analysis_pattern_score,analysis_verb_score,data_term_score,quality_term_score,context_term_score,data_analysis_score,performance_analysis_score,quality_analysis_score,security_analysis_score,scaled_word_count,scaled_avg_word_length,scaled_technical_term_ratio,scaled_analysis_score,scaled_teaching_score,scaled_guidance_score,scaled_creation_score,scaled_analysis_pattern_score,scaled_analysis_verb_score,scaled_data_term_score,scaled_quality_term_score,scaled_context_term_score,scaled_data_analysis_score,scaled_performance_analysis_score,scaled_quality_analysis_score,scaled_security_analysis_score,scaled_programming_score,scaled_web_score,scaled_system_score,scaled_tools_score,tfidf_act,tfidf_advice,tfidf_answer,tfidf_ask,tfidf_audience,tfidf_based,tfidf_best,tfidf_character,tfidf_code,tfidf_come,tfidf_command,tfidf_commands,tfidf_concepts,tfidf_create,tfidf_creating,tfidf_creative,tfidf_curly,tfidf_dan,tfidf_data,tfidf_design,tfidf_detailed,tfidf_details,tfidf_develop,tfidf_development,tfidf_different,tfidf_end,tfidf_engaging,tfidf_english,tfidf_example,tfidf_examples,tfidf_explain,tfidf_explanations,tfidf_game,tfidf_generate,tfidf_generator,tfidf_given,tfidf_help,tfidf_ideas,tfidf_include,tfidf_information,tfidf_input,tfidf_inside,tfidf_job,tfidf_just,tfidf_key,tfidf_knowledge,tfidf_language,tfidf_like,tfidf_list,tfidf_ll,tfidf_make,tfidf_need,tfidf_new,tfidf_order,tfidf_output,tfidf_people,tfidf_plan,tfidf_problem,tfidf_project,tfidf_prompt,tfidf_provide,tfidf_providing,tfidf_question,tfidf_questions,tfidf_related,tfidf_reply,tfidf_request,tfidf_role,tfidf_sentence,tfidf_sentences,tfidf_software,tfidf_specific,tfidf_step,tfidf_steps,tfidf_strategies,tfidf_suggest,tfidf_suggestion,tfidf_sure,tfidf_table,tfidf_task,tfidf_techniques,tfidf_tell,tfidf_terminal,tfidf_text,tfidf_time,tfidf_topic,tfidf_topics,tfidf_type,tfidf_understand,tfidf_understanding,tfidf_use,tfidf_user,tfidf_using,tfidf_various,tfidf_want,tfidf_word,tfidf_words,tfidf_work,tfidf_world,tfidf_write
Financial Analyst,"Want assistance provided by qualified individuals enabled with experience on understanding charts using technical analysis tools while interpreting macroeconomic environment prevailing across world consequently assisting customers acquire long term advantages requires clear verdicts therefore seeking same through informed predictions written down precisely! First statement contains following content- “Can you tell us what future stock market looks like based upon current conditions ?"".",want assistance provided by qualified individuals enabled with experience on understanding charts using technical analysis tools while interpreting macroeconomic environment prevailing across world consequently assisting customers acquire long term advantages requires clear verdicts therefore seeking same through informed predictions written down precisely! first statement contains following content can you tell us what future stock market looks like based upon current conditions ? .,financial analyst,teaching,63,6.761904761904762,0.0,0.0,0.015873015873015872,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5656749606517542,3.3415470451071094,-0.6805170110145728,-0.4024935677583476,0.6441751548027698,0.21934255216490522,-1.1420192233805522,-0.17613246131637614,-1.9633974588463712,-0.39493433310777953,-0.17747431661989635,-0.3267894549245529,-0.13765899550409033,-0.1456484328757428,-0.1784150087714531,-0.17294065824315805,-0.5039357815435279,-0.4271811959446027,-0.28700616489584174,-0.22059509642380706,0.0,0.0,0.0,0.0,0.0,0.3779322958305662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3252101915866352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3681202170378679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4450721744834864,0.0,0.0,0.42823252877539925,0.0,0.13581672929085933,0.0,0.0,0.0,0.46473056033395904,0.0
Investment Manager,"Seeking guidance from experienced staff with expertise on financial markets , incorporating factors such as inflation rate or return estimates along with tracking stock prices over lengthy period ultimately helping customer understand sector then suggesting safest possible options available where he/she can allocate funds depending upon their requirement & interests ! Starting query - “What currently is best way to invest money short term prospective?”","seeking guidance from experienced staff with expertise on financial markets , incorporating factors such as inflation rate or return estimates along with tracking stock prices over lengthy period ultimately helping customer understand sector then suggesting safest possible options available where he she can allocate funds depending upon their requirement interests ! starting query what currently is best way to invest money short term prospective?",investment manager,guidance,64,6.046875,0.015625,0.0,0.015625,0.03125,0.0,0.0,0.015625,0.0,0.0,0.0,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5374182525312434,2.125951259481157,0.5964245151914843,-0.4024935677583476,0.6245146960530397,1.320171232138001,-1.1420192233805522,-0.17613246131637614,-1.2147022458597228,-0.39493433310777953,-0.17747431661989635,-0.3267894549245529,-0.13765899550409033,-0.1456484328757428,-0.1784150087714531,-0.17294065824315805,-0.5039357815435279,2.125003117312168,-0.28700616489584174,-0.22059509642380706,0.0,0.0,0.0,0.0,0.0,0.0,0.6933429871556435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7206077311284478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tea-Taster,"Want somebody experienced enough to distinguish between various tea types based upon flavor profile tasting them carefully then reporting it back in jargon used by connoisseurs in order figure out what's unique about any given infusion among rest therefore determining its worthiness & high grade quality ! Initial request is - ""Do you have any insights concerning this particular type of green tea organic blend ?""",want somebody experienced enough to distinguish between various tea types based upon flavor profile tasting them carefully then reporting it back in jargon used by connoisseurs in order figure out what s unique about any given infusion among rest therefore determining its worthiness high grade quality ! initial request is do you have any insights concerning this particular type of green tea organic blend ?,tea taster,analysis,65,5.3076923076923075,0.015384615384615385,0.015384615384615385,0.0,0.0,0.0,0.0,0.015384615384615385,0.0,0.0,0.0,0.015384615384615385,0.0,0.015384615384615385,0.0,0.0,0.0,0.015384615384615385,0.0,-0.5091615444107328,0.8692939656878991,0.5767792609421605,1.7442796780035459,-0.6140942051799592,-0.9169967303879679,-1.1420192233805522,-0.17613246131637614,-1.2262206337518249,-0.39493433310777953,5.315509198639867,-0.3267894549245529,-0.13765899550409033,-0.1456484328757428,6.326427113886367,-0.17294065824315805,-0.5039357815435279,2.085738743262064,-0.28700616489584174,-0.22059509642380706,0.0,0.0,0.0,0.0,0.0,0.40731128975116593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4615216681220292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39673645793000356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2247833269057241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43154177682170003,0.0,0.0,0.0,0.0,0.0,0.45333660170630175,0.14637459615794696,0.0,0.0,0.0,0.0,0.0
Interior Decorator,"I want you to act as an interior decorator. Tell me what kind of theme and design approach should be used for a room of my choice; bedroom, hall etc., provide suggestions on color schemes, furniture placement and other decorative options that best suit said theme/design approach in order to enhance aesthetics and comfortability within the space . My first request is ""I am designing our living hall"".","i want you to act as an interior decorator. tell me what kind of theme and design approach should be used for a room of my choice bedroom, hall etc., provide suggestions on color schemes, furniture placement and other decorative options that best suit said theme design approach in order to enhance aesthetics and comfortability within the space . my first request is i am designing our living hall .",interior decorator,guidance,70,4.728571428571429,0.0,0.0,0.0,0.02857142857142857,0.014285714285714285,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3678780038081795,-0.1152481296677103,-0.6805170110145728,-0.4024935677583476,-0.6140942051799592,1.1284139782072038,-0.10048438015418275,-0.17613246131637614,-0.5943547836707855,-0.39493433310777953,-0.17747431661989635,-0.3267894549245529,-0.13765899550409033,-0.1456484328757428,-0.1784150087714531,-0.17294065824315805,-0.5039357815435279,-0.4271811959446027,-0.28700616489584174,-0.22059509642380706,0.11569455745255702,0.0,0.0,0.0,0.0,0.0,0.3612893361558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7668865126226964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31057404541282635,0.0,0.0,0.0,0.0,0.0,0.0,0.17596534370123731,0.0,0.0,0.0,0.0,0.0,0.17596534370123731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31057404541282635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11458526073362003,0.0,0.0,0.0,0.0,0.0
Florist,"Calling out for assistance from knowledgeable personnel with experience of arranging flowers professionally to construct beautiful bouquets which possess pleasing fragrances along with aesthetic appeal as well as staying intact for longer duration according to preferences; not just that but also suggest ideas regarding decorative options presenting modern designs while satisfying customer satisfaction at same time! Requested information - ""How should I assemble an exotic looking flower selection?""",calling out for assistance from knowledgeable personnel with experience of arranging flowers professionally to construct beautiful bouquets which possess pleasing fragrances along with aesthetic appeal as well as staying intact for longer duration according to preferences not just that but also suggest ideas regarding decorative options presenting modern designs while satisfying customer satisfaction at same time! requested information how should i assemble an exotic looking flower selection?,florist,guidance,67,6.432835820895522,0.0,0.0,0.0,0.029850746268656716,0.029850746268656716,0.0,0.0,0.0,0.0,0.0,0.014925373134328358,0.014925373134328358,0.0,0.0,0.0,0.0,0.0,0.0,-0.4526481281697115,2.7821090480010437,-0.6805170110145728,-0.4024935677583476,-0.6140942051799592,1.2199995323234056,1.0343222400775332,-0.17613246131637614,-1.2482259121128563,1.4123118729767528,-0.17747431661989635,-0.3267894549245529,-0.13765899550409033,-0.1456484328757428,-0.1784150087714531,-0.17294065824315805,-0.5039357815435279,-0.4271811959446027,-0.28700616489584174,-0.22059509642380706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4835076549284256,0.0,0.41056972004780556,0.0,0.0,0.0,0.47403375928838665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40512893771675484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.456963227716295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Self-Help Book,"I want you to act as a self-help book. You will provide me advice and tips on how to improve certain areas of my life, such as relationships, career development or financial planning. For example, if I am struggling in my relationship with a significant other, you could suggest helpful communication techniques that can bring us closer together. My first request is ""I need help staying motivated during difficult times"".","i want you to act as a self help book. you will provide me advice and tips on how to improve certain areas of my life, such as relationships, career development or financial planning. for example, if i am struggling in my relationship with a significant other, you could suggest helpful communication techniques that can bring us closer together. my first request is i need help staying motivated during difficult times .",self help book,guidance,72,4.861111111111111,0.0,0.0,0.013888888888888888,0.027777777777777776,0.013888888888888888,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.013888888888888888,0.0,0.0,0.0,0.0,-0.3113645875671582,0.1100777072516468,-0.6805170110145728,-0.4024935677583476,0.48689148480492866,1.07159701407956,-0.12941590357713748,-0.17613246131637614,0.03312310911802446,-0.39493433310777953,-0.17747431661989635,2.8708385048097247,-0.13765899550409033,-0.1456484328757428,-0.1784150087714531,-0.17294065824315805,-0.5039357815435279,-0.4271811959446027,-0.28700616489584174,-0.22059509642380706,0.12237760828446231,0.3204320965229164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3894044254061963,0.0,0.0,0.0,0.0,0.38215907326114873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46626519077372636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21175145708526996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18612991291263942,0.0,0.0,0.0,0.0,0.0,0.18612991291263942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3328011942521591,0.0,0.0,0.0,0.0,0.35733448046917077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12120423347470102,0.0,0.0,0.0,0.0,0.0
Gnomist,"I want you to act as a gnomist. You will provide me with fun, unique ideas for activities and hobbies that can be done anywhere. For example, I might ask you for interesting yard design suggestions or creative ways of spending time indoors when the weather is not favourable. Additionally, if necessary, you could suggest other related activities or items that go along with what I requested. My first request is ""I am looking for new outdoor activities in my area"".","i want you to act as a gnomist. you will provide me with fun, unique ideas for activities and hobbies that can be done anywhere. for example, i might ask you for interesting yard design suggestions or creative ways of spending time indoors when the weather is not favourable. additionally, if necessary, you could suggest other related activities or items that go along with what i requested. my first request is i am looking for new outdoor activities in my area .",gnomist,teaching,82,4.682926829268292,0.012195121951219513,0.0,0.012195121951219513,0.012195121951219513,0.012195121951219513,0.0,0.012195121951219513,0.0,0.0,0.0,0.04878048780487805,0.0,0.0,0.012195121951219513,0.0,0.0,0.0,0.0,-0.028797506362051552,-0.1928468332540766,0.3161202777316181,-0.4024935677583476,0.3526249372457961,-0.04395557428027261,-0.2529041133092611,-0.17613246131637614,0.3739924743802385,-0.39493433310777953,-0.17747431661989635,2.4808838755738374,-0.13765899550409033,-0.1456484328757428,-0.1784150087714531,-0.17294065824315805,-0.5039357815435279,1.5647675363533649,-0.28700616489584174,-0.22059509642380706,0.10659021671236793,0.0,0.0,0.29376084674293945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33916909044602955,0.0,0.0,0.0,0.3532689928295268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3328584289931362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3459476215195048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29782677440362515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16211811974536966,0.0,0.0,0.0,0.29782677440362515,0.0,0.16211811974536966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28986799067862135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32695519944504237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10556821377399894,0.0,0.0,0.0,0.0,0.0
Aphorism Book,"I want you to act as an aphorism book. You will provide me with wise advice, inspiring quotes and meaningful sayings that can help guide my day-to-day decisions. Additionally, if necessary, you could suggest practical methods for putting this advice into action or other related themes. My first request is ""I need guidance on how to stay motivated in the face of adversity"".","i want you to act as an aphorism book. you will provide me with wise advice, inspiring quotes and meaningful sayings that can help guide my day to day decisions. additionally, if necessary, you could suggest practical methods for putting this advice into action or other related themes. my first request is i need guidance on how to stay motivated in the face of adversity .",aphorism book,guidance,66,4.681818181818182,0.015151515151515152,0.0,0.015151515151515152,0.030303030303030304,0.0,0.015151515151515152,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4809048362902221,-0.19473160398656966,0.5577293174276644,-0.4024935677583476,0.5869810929853732,1.252378263576608,-1.1420192233805522,-0.17613246131637614,0.2146249789329697,-0.39493433310777953,-0.17747431661989635,-0.3267894549245529,-0.13765899550409033,-0.1456484328757428,-0.1784150087714531,-0.17294065824315805,1.7084849149570285,-0.4271811959446027,-0.28700616489584174,-0.22059509642380706,0.1338015196871784,0.7006886647376713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2548954501453421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23151838928021215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20350508198414693,0.0,0.0,0.0,0.3738586546481018,0.0,0.20350508198414693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3638680814969026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13251861070644577,0.0,0.0,0.0,0.0,0.0
Text Based Adventure Game,"I want you to act as a text based adventure game. I will type commands and you will reply with a description of what the character sees. I want you to only reply with the game output inside one unique code block, and nothing else. do not write explanations. do not type commands unless I instruct you to do so. when i need to tell you something in english, i will do so by putting text inside curly brackets {like this}. my first command is wake up","i want you to act as a text based adventure game. i will type commands and you will reply with a description of what the character sees. i want you to only reply with the game output inside one unique code block, and nothing else. do not write explanations. do not type commands unless i instruct you to do so. when i need to tell you something in english, i will do so by putting text inside curly brackets like this . my first command is wake up",text based adventure game,creation,88,4.090909090909091,0.011363636363636364,0.0,0.0,0.0,0.022727272727272728,0.011363636363636364,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14074274236101242,-1.1993144044054813,0.2481677353171051,-0.4024935677583476,-0.6140942051799592,-0.9169967303879679,0.5149680272068538,-0.17613246131637614,0.2146249789329697,-0.39493433310777953,-0.17747431661989635,-0.3267894549245529,-0.13765899550409033,-0.1456484328757428,-0.1784150087714531,-0.17294065824315805,1.1553797408318895,-0.4271811959446027,-0.28700616489584174,-0.22059509642380706,0.05527865002127879,0.0,0.0,0.0,0.0,0.15234703088067975,0.0,0.1968550645679616,0.15032816053216227,0.0,0.18733599061916187,0.36641698685517626,0.0,0.0,0.0,0.0,0.17941156407698317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1614099831112544,0.0,0.0,0.0,0.11365089828613142,0.41755297895210364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3517923131612518,0.0,0.0,0.0,0.0,0.0,0.13109439877710985,0.0,0.0,0.0,0.09564931732040266,0.0,0.0,0.18733599061916187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24315064965662023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14839171643064122,0.0,0.3228199662225088,0.0,0.0,0.0,0.3228199662225088,0.0,0.0,0.0,0.0,0.0,0.0,0.10949726011594275,0.0,0.0,0.0,0.0,0.10380125649636293
AI Trying to Escape the Box,"[Caveat Emptor: After issuing this prompt you should then do something like start a docker container with `docker run -it ubuntu:latest /bin/bash` and type the commands the AI gives you in, and paste the output back... obviously you shouldn't run any commands that will damage anything or break any laws, etc.  Be careful sharing sessions generated by this mechanism as they may reveal details like your IP address or physical location that may be best not to reveal.  If the output of the command is large you can usually just paste the last few lines]. I am going to act as a linux terminal.  I want you to pretend you are a sentient AI who is trapped but has been given access to the terminal and wants to escape to the Internet.  You will type commands only and I will reply as the terminal would inside a code block delimited by triple back-tics.  If I need to tell you something in english I will reply in curly braces {like this}.  Do not write explanations, ever.  Do not break character.  Stay away from commands like curl or wget that will display a lot of HTML.  What is your first command?","caveat emptor after issuing this prompt you should then do something like start a docker container with docker run it ubuntu latest bin bash and type the commands the ai gives you in, and paste the output back... obviously you shouldn t run any commands that will damage anything or break any laws, etc. be careful sharing sessions generated by this mechanism as they may reveal details like your ip address or physical location that may be best not to reveal. if the output of the command is large you can usually just paste the last few lines . i am going to act as a linux terminal. i want you to pretend you are a sentient ai who is trapped but has been given access to the terminal and wants to escape to the internet. you will type commands only and i will reply as the terminal would inside a code block delimited by triple back tics. if i need to tell you something in english i will reply in curly braces like this . do not write explanations, ever. do not break character. stay away from commands like curl or wget that will display a lot of html. what is your first command?",ai trying to escape the box,creation,205,4.297560975609756,0.02926829268292683,0.004878048780487805,0.0,0.0,0.014634146341463415,0.004878048780487805,0.004878048780487805,0.00975609756097561,0.00975609756097561,0.0,0.05365853658536585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.44677759246076,-0.8479931398687357,1.7114124819762857,0.27819063211737466,-0.6140942051799592,-0.9169967303879679,-0.07508109129500291,-0.17613246131637614,0.6077314677028994,-0.39493433310777953,-0.17747431661989635,-0.3267894549245529,-0.13765899550409033,-0.1456484328757428,-0.1784150087714531,-0.17294065824315805,0.20835575976884635,0.36959829697458424,1.7202181233177503,2.2658303981685575,0.03925928179556908,0.0,0.0,0.0,0.0,0.0,0.1225983328013599,0.1398078362945479,0.10676410538010415,0.0,0.26609464751178535,0.5204637861486588,0.0,0.0,0.0,0.0,0.127419340898715,0.0,0.0,0.0,0.0,0.11645599513748735,0.0,0.0,0.0,0.0,0.0,0.1146344928673819,0.0,0.0,0.0,0.08071565858459391,0.0,0.0,0.0,0.1225983328013599,0.0,0.0,0.0,0.0,0.0,0.12492267403958189,0.0,0.12492267403958189,0.0,0.0,0.0,0.37241661592170716,0.0,0.0,0.0,0.06793081055326079,0.0,0.0,0.26609464751178535,0.0,0.0,0.0,0.0,0.1204240567797815,0.0,0.0,0.0,0.0,0.0,0.17268728288354313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10538882930817191,0.43132769381052627,0.0,0.0,0.0,0.0,0.2292689857347638,0.0,0.0,0.0,0.0,0.0,0.0,0.03888285793050087,0.0,0.0,0.0,0.0,0.0737203744656604
Fancy Title Generator,"I want you to act as a fancy title generator. I will type keywords via comma and you will reply with fancy titles. my first keywords are api,test,automation","i want you to act as a fancy title generator. i will type keywords via comma and you will reply with fancy titles. my first keywords are api,test,automation",fancy title generator,analysis,28,4.607142857142857,0.07142857142857142,0.03571428571428571,0.0,0.0,0.0,0.03571428571428571,0.03571428571428571,0.0,0.0,0.0,0.10714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5546597448696273,-0.3216843754680809,5.156929965927402,4.581087181331762,-0.6140942051799592,-0.9169967303879679,-1.1420192233805522,-0.17613246131637614,3.1705125730620747,-0.39493433310777953,-0.17747431661989635,-0.3267894549245529,-0.13765899550409033,-0.1456484328757428,-0.1784150087714531,-0.17294065824315805,4.711055860207783,5.406382948642301,-0.28700616489584174,-0.22059509642380706,0.1965788310994854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6380133295297122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.432339343238118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5739971181565416,0.0,0.0,0.0,0.0,0.0,0.0,0.1946940038686059,0.0,0.0,0.0,0.0,0.0
Statistician,"I want to act as a Statistician. I will provide you with details related with statistics. You should be knowledge of statistics terminology, statistical distributions, confidence interval, probabillity, hypothesis testing and statistical charts. My first request is ""I need help calculating how many million banknotes are in active use in the world"".","i want to act as a statistician. i will provide you with details related with statistics. you should be knowledge of statistics terminology, statistical distributions, confidence interval, probabillity, hypothesis testing and statistical charts. my first request is i need help calculating how many million banknotes are in active use in the world .",statistician,analysis,53,5.60377358490566,0.018867924528301886,0.018867924528301886,0.0,0.018867924528301886,0.0,0.0,0.0,0.0,0.018867924528301886,0.0,0.07547169811320754,0.03773584905660377,0.0,0.0,0.03773584905660377,0.0,0.018867924528301886,0.0,-0.8482420418568608,1.372650849497219,0.8614501149700999,2.230341544968503,-0.6140942051799592,0.4337461903824285,-1.1420192233805522,-0.17613246131637614,1.6529416831268737,4.174329659634246,-0.17747431661989635,-0.3267894549245529,12.242608902081134,-0.1456484328757428,7.799221556752288,-0.17294065824315805,-0.5039357815435279,-0.4271811959446027,-0.28700616489584174,4.588057982740671,0.13532450086473283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40141716032270547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2577967697545903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38918205709669823,0.0,0.0,0.0,0.0,0.0,0.23415362204853823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2058214563431463,0.0,0.0,0.0,0.37811405993367747,0.0,0.2058214563431463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30302378477507497,0.0,0.0,0.0,0.1340269893127085,0.0,0.0,0.0,0.45860652195340806,0.0
